vardekod,vardebenamning
01,"Jordbruk, jakt och service i anslutning härtill"
011,Växtodling
0111,Odling av jordbruksväxter
01111,Spannmålsodling m.m.
01112,Vallodling
01113,Potatisodling
01114,Sockerbetsodling
01115,"Odling av jordbruksväxter, blandat"
01117,"Odling av växter, blandat, mest jordbruksväxter"
01119,Övrig odling av jordbruksväxter
0112,"Odling av köks-, prydnads- och plantskoleväxter"
01121,Odling av köksväxter på friland
01122,Odling av plantskoleväxter m.m. på friland
01123,Odling av köksväxter i växthus
01124,Odling av prydnadsväxter i växthus
01125,"Odling av köks-, prydnads- och plantskoleväxter, blandat"
01127,"Odling av växter, blandat, mest köks -, prydnads- och plantskoleväxter"
01129,Svampodling m.m.
0113,"Odling av frukt, bär, nötter, kryddväxter m.m."
01131,Frukt- och bärodling
01137,"Odling av växter, blandat, mest frukt och bär"
01139,Odling av kryddväxter m.m.; bärplockning
012,Djurskötsel
0121,Nötkreatursskötsel
01211,Mjölkproduktion
01212,Nötköttsproduktion
01213,"Produktion av mjölk och nötkött, blandat"
01217,"Husdjursskötsel, blandad drift, mest nötkreatur"
0122,"Uppfödning av får, getter, hästar och åsnor"
01221,Fåruppfödning
01222,Getuppfödning
01223,"Uppfödning av får och getter, blandat"
01227,"Husdjursskötsel, blandad drift, mest får och getter"
01228,Hästuppfödning
0123,Svinuppfödning
01231,Smågrisuppfödning
01232,Slaktsvinsuppfödning
01233,"Uppfödning av smågrisar och slaktsvin, blandat"
01237,"Husdjursskötsel, blandad drift, mest svin"
0124,Fjäderfäskötsel
01241,Äggproduktion
01242,Slaktkycklinguppfödning
01243,"Fjäderfäskötsel, blandad drift"
01247,"Husdjursskötsel, blandad drift, mest fjäderfä"
01249,Övrig fjäderfäskötsel
0125,Annan djurskötsel
01251,Renskötsel
01252,Pälsdjursuppfödning
01253,"Bi-, mask- och annan smådjursuppfödning"
01254,Uppfödning av sällskapsdjur
01259,Uppfödning och skötsel av andra djur
013,Blandat jordbruk (växtodling i kombination med djurskötsel)
0130,Blandat jordbruk (växtodling i kombination med djurskötsel)
01300,Blandat jordbruk (växtodling i kombination med djurskötsel)
01301,"Blandat jordbruk, mest växtodling"
01302,"Blandat jordbruk, mest husdjursskötsel"
014,Service till jordbruk utom veterinärverksamhet
0141,Service till växtodling
01410,Service till växtodling
0142,Service till djurskötsel utom veterinärverksamhet
01420,Service till djurskötsel utom veterinärverksamhet
015,Jakt och viltvård samt service i anslutning härtill
0150,Jakt- och viltvård samt service i anslutning härtill
01500,Jakt- och viltvård samt service i anslutning härtill
019,Småbruk
0190,Småbruk
01900,Småbruk
02,Skogsbruk och service till skogsbruk
020,Skogsbruk och service till skogsbruk
0201,Skogsbruk
02011,"Produktion av skog på rot, leveransvirke m.m."
02012,Skogsvård
02013,Avverkning
02014,Produktion av skogsodlingsmaterial
02019,Övrigt skogsbruk
0202,Service till skogsbruk
02021,Virkesmätning
02029,Övrig service till skogsbruk
05,"Fiske, vattenbruk samt service i anslutning härtill"
050,"Fiske, vattenbruk samt service i anslutning härtill"
0501,Fiske
05011,Trålfiske i saltvatten
05012,Övrigt saltvattensfiske
05013,Sötvattensfiske
0502,Vattenbruk
05021,Matfiskodling
05022,Sättfiskodling
05023,Kräftdjursodling
05024,Blötdjursodling
05025,Vattenväxtodling
10,Kol- och torvutvinning
101,Stenkolsutvinning
1010,Stenkolsutvinning
10100,Stenkolsutvinning
102,Brunkolsutvinning
1020,Brunkolsutvinning
10200,Brunkolsutvinning
103,Torvutvinning
1030,Torvutvinning
10301,Utvinning av torv och vidareförädling för jordförbättringsändamål
10302,Utvinning av torv och vidareförädling för energiändamål
11,Utvinning av råpetroleum- och naturgas samt service i anslutning härtill
111,Utvinning av råpetroleum och naturgas
1110,Utvinning av råpetroleum och naturgas
11100,Utvinning av råpetroleum och naturgas
112,Service till råpetroleum- och naturgasutvinning
1120,Service till råpetroleum- och naturgasutvinning
11200,Service till råpetroleum- och naturgasutvinning
12,Utvinning av uran- och toriummalm
120,Utvinning av uran- och toriummalm
1200,Utvinning av uran- och toriummalm
12000,Utvinning av uran- och toriummalm
13,Utvinning av metallmalmer
131,Järnmalmsutvinning
1310,Järnmalmsutvinning
13100,Järnmalmsutvinning
132,Utvinning av icke-järnmalm utom uran- och toriummalm
1320,Utvinning av icke-järnmalm utom uran- och toriummalm
13200,Utvinning av icke-järnmalm utom uran- och toriummalm
14,Annan mineralutvinning
141,Stenbrytning
1411,Brytning av sten för byggnadsändamål
14110,Brytning av sten för byggnadsändamål
1412,Brytning av kalk- och gipssten samt dolomit
14120,Brytning av kalk- och gipssten samt dolomit
1413,Brytning av skiffer
14130,Brytning av skiffer
142,"Utvinning av sand, grus, berg och lera"
1421,"Utvinning av sand, grus och berg"
14210,"Utvinning av sand, grus och berg"
1422,Utvinning av och lera
14220,Utvinning av lera
143,Brytning av kemiska mineral
1430,Brytning av kemiska mineral
14300,Brytning av kemiska mineral
144,Saltutvinning
1440,Saltutvinning
14400,Saltutvinning
145,Övrig utvinning
1450,Övrig utvinning
14500,Övrig utvinning
15,Livsmedels- och dryckesvaruframställning
151,"Slakt, beredning och hållbarhetsbehandling av kött och köttvaror"
1511,"Kreatursslakt, beredning och hållbarhetsbehandling av kreaturskött"
15111,Kreatursslakt
15112,Styckning av kött
1512,"Fjäderfäslakt, beredning och hållbarhetsbehandling av fjäderfäkött"
15120,"Fjäderfäslakt, beredning och hållbarhetsbehandling av fjäderfäkött"
1513,Charkuteri- och annan köttvarutillverkning
15130,Charkuteri- och annan köttvarutillverkning
152,Beredning och hållbarhetsbehandling av fisk och fiskprodukter
1520,Beredning och hållbarhetsbehandling av fisk och fiskprodukter
15200,Beredning och hållbarhetsbehandling av fisk och fiskprodukter
153,"Beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
1531,Beredning och hållbarhetsbehandling av potatis
15310,Beredning och hållbarhetsbehandling av potatis
1532,Juice- och safttillverkning
15320,Juice- och safttillverkning
1533,"Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
15330,"Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
154,Framställning av vegetabiliska och animaliska oljor och fetter
1541,Utvinning av råa vegetabiliska och animaliska oljor och fetter
15410,Utvinning av råa vegetabiliska och animaliska oljor och fetter
1542,Framställning av raffinerade vegetabiliska och animaliska oljor och fetter
15420,Framställning av raffinerade vegetabiliska och animaliska oljor och fetter
1543,Matfettstillverkning
15430,Matfettstillverkning
155,Mejerivaru- och glasstillverkning
1551,Mejerivarutillverkning
15511,Osttillverkning
15512,Annan mejerivarutillverkning
1552,Glasstillverkning
15520,Glasstillverkning
156,Tillverkning av kvarnprodukter och stärkelse
1561,Tillverkning av kvarnprodukter
15611,Mjöltillverkning
15612,"Tillverkning av frukostflingor, mixer och andra livsmedelsberedningar av kvarnprodukter"
1562,Stärkelsetillverkning
15620,Stärkelsetillverkning
157,Framställning av beredda djurfoder
1571,Framställning av beredda fodermedel
15710,Framställning av beredda fodermedel
1572,Framställning av mat till sällskapsdjur
15720,Framställning av mat till sällskapsdjur
158,Övrig livsmedelsframställning
1581,Tillverkning av mjukt matbröd och färska bakverk
15810,Tillverkning av mjukt matbröd och färska bakverk
1582,"Tillverkning av knäckebröd, kex och konserverade bakverk"
15821,Knäckebrödstillverkning
15822,Tillverkning av kex och konserverade bakverk
1583,Sockertillverkning
15830,Sockertillverkning
1584,"Tillverkning av choklad, choklad- och sockerkonfektyrer"
15841,Tillverkning sockerkonfektyrer
15842,Tillverkning av choklad och chokladkonfektyrer
1585,Tillverkning av pastaprodukter
15850,Tillverkning av pastaprodukter
1586,Tillverkning av te och kaffe
15860,Tillverkning av te och kaffe
1587,"Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
15870,"Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
1588,Tillverkning av homogeniserade livsmedelspreparat inkl. dietmat
15880,Tillverkning av homogeniserade livsmedelspreparat inkl. dietmat
1589,Framställning av andra livsmedel
15890,Framställning av andra livsmedel
159,Framställning av drycker
1591,"Framställning av destillerade, alkoholhaltiga drycker"
15910,"Framställning av destillerade, alkoholhaltiga drycker"
1592,Framställning av råsprit ur jästa råvaror
15920,Framställning av råsprit ur jästa råvaror
1593,Framställning av vin
15930,Framställning av vin
1594,Framställning av cider och andra fruktviner
15940,Framställning av cider och andra fruktviner
1595,Framställning av andra icke-destillerade jästa drycker
15950,Framställning av andra icke-destillerade jästa drycker
1596,Framställning av öl
15960,Framställning av öl
1597,Framställning av malt
15970,Framställning av malt
1598,Framställning av mineralvatten och läskedrycker
15980,Framställning av mineralvatten och läskedrycker
16,Tobaksvarutillverkning
160,Tobaksvarutillverkning
1600,Tobaksvarutillverkning
16000,Tobaksvarutillverkning
17,Textilvarutillverkning
171,Garntillverkning
1711,Tillverkning av garn av bomullstyp
17110,Tillverkning av garn av bomullstyp
1712,Tillverkning av garn av kardgarnstyp
17120,Tillverkning av garn av kardgarnstyp
1713,Tillverkning av garn av kamgarnstyp
17130,Tillverkning av garn av kamgarnstyp
1714,Tillverkning av garn av lingarnstyp
17140,Tillverkning av garn av lingarnstyp
1715,Tillverkning av garn av silketyp
17150,Tillverkning av garn av silketyp
1716,Sytrådstillverkning
17160,Sytrådstillverkning
1717,Annan garntillverkning
17170,Annan garntillverkning
172,Vävnadstillverkning
1721,Tillverkning av bomullsvävnader o.d.
17210,Tillverkning av bomullsvävnader o.d.
1722,Tillverkning av kardgarnsvävnader o.d.
17220,Tillverkning av kardgarnsvävnader o.d.
1723,Tillverkning av kamgarnsvävnader o.d.
17230,Tillverkning av kamgarnsvävnader o.d.
1724,Tillverkning av sidenvävnader o.d.
17240,Tillverkning av sidenvävnader o.d.
1725,Annan vävnadstillverkning
17250,Annan vävnadstillverkning
173,"Blekning, färgning och annan textilberedning"
1730,"Blekning, färgning och annan textilberedning"
17300,"Blekning, färgning och annan textilberedning"
174,Tillverkning av sydda textilvaror utom beklädnadsvaror
1740,Tillverkning av sydda textilvaror utom beklädnadsvaror
17401,Sömnad av gardiner
17402,Sömnad av sängkläder och linnevaror
17403,"Tillverkning av presenningar, tält, segel o.d."
175,Annan textilietillverkning
1751,Tillverkning av mattor
17510,Tillverkning av mattor
1752,Tågvirkes- och bindgarnstillverkning
17520,Tågvirkes- och bindgarnstillverkning
1753,Tillverkning av bondad duk
17530,Tillverkning av bondad duk
1754,Övrig textilietillverkning
17541,Tillverkning av band och snörmakerier
17549,Diverse övrig textilietillverkning
176,Tillverkning av trikåväv
1760,Tillverkning av trikåväv
17600,Tillverkning av trikåväv
177,Tillverkning av trikåvaror
1771,Tillverkning av strumpor
17710,Tillverkning av strumpor
1772,"Tillverkning av tröjor, koftor o.d."
17720,"Tillverkning av tröjor, koftor o.d."
18,Tillverkning av kläder; pälsberedning
181,Tillverkning av läderkläder
1810,Tillverkning av läderkläder
18100,Tillverkning av läderkläder
182,Tillverkning av andra kläder och tillbehör
1821,"Tillverkning av arbets-, skydds- och överdragskläder"
18210,"Tillverkning av arbets-, skydds- och överdragskläder"
1822,Tillverkning av andra gång- och ytterkläder
18221,Tillverkning av andra gång- och ytterkläder för män och pojkar
18222,Tillverkning av andra gång- och ytterkläder för kvinnor och flickor
1823,"Tillverkning av underkläder, skjortor och blusar"
18231,Tillverkning av skjortor och underkläder för män och pojkar
18232,Tillverkning av blusar och skjortor för kvinnor och flickor
18233,"Tillverkning av gördlar, bysthållare, korsetter o.d."
18234,Tillverkning av andra underkläder för kvinnor och flickor
1824,Tillverkning av andra beklädnadsvaror och tillbehör
18240,Tillverkning av andra beklädnadsvaror och tillbehör
183,"Pälsberedning, tillverkning av pälsvaror"
1830,"Pälsberedning, tillverkning av pälsvaror"
18300,"Pälsberedning, tillverkning av pälsvaror"
19,"Garvning och annan läderberedning; tillverkning av reseffekter, handväskor, skodon o.d."
191,Garvning och annan läderberedning
1910,Garvning och annan läderberedning
19100,Garvning och annan läderberedning
192,"Tillverkning av reseffekter, handväskor, sadeltyg m.m."
1920,"Tillverkning av reseffekter, handväskor, sadeltyg m.m."
19200,"Tillverkning av reseffekter, handväskor, sadeltyg m.m."
193,Tillverkning av skodon
1930,Tillverkning av skodon
19300,Tillverkning av skodon
20,"Tillverkning av trä och varor av trä, kork, rotting o.d. utom möbler"
201,Sågning och hyvling av trä; träimpregnering
2010,Sågning och hyvling av trä; träimpregnering
20101,Sågning
20102,Hyvling
20103,Träimpregnering
202,Tillverkning av fanér och träbaserade skivor
2020,Tillverkning av fanér och träbaserade skivor
20201,"Tillverkning av fanér, kryssfanér och lamellträ"
20202,Tillverkning av spånskivor
20203,Tillverkning av träfiberskivor
203,Trähus- och byggnadssnickeritillverkning
2030,Trähus- och byggnadssnickeritillverkning
20301,Tillverkning av monteringsfärdiga trähus
20302,Tillverkning av byggnads- och inredningssnickerier
204,Träförpackningstillverkning
2040,Träförpackningstillverkning
20400,Träförpackningstillverkning
205,"Övrig trävarutillverkning samt tillverkning av varor av kork, halm, rotting o.d."
2051,Övrig trävarutillverkning
20510,Övrig trävarutillverkning
2052,"Tillverkning av varor av kork, halm, rotting o.d."
20520,"Tillverkning av varor av kork, halm, rotting o.d."
21,"Massa-, pappers- och pappersvarutillverkning"
211,"Massa-, pappers- och papptillverkning"
2111,Massatillverkning
21111,Tillverkning av mekanisk eller halvkemisk massa
21112,Sulfatmassatillverkning
21113,Sulfitmassatillverkning
2112,Pappers- och papptillverkning
21121,Tillverkning av tidnings- och journalpapper
21122,Annan tryckpapperstillverkning
21123,Tillverkning av kraftpapper och kraftpapp
21129,Övrig tillverkning av papper och papp
212,Tillverkning av pappers- och pappvaror
2121,Tillverkning av wellpapp och pappers- och pappförpackningar
21211,Tillverkning av wellpapp och wellpappförpackningar
21219,Övrig tillverkning av pappers- och pappförpackningar
2122,Tillverkning av hushålls- och hygienartiklar av papper
21220,Tillverkning av hushålls- och hygienartiklar av papper
2123,"Tillverkning av skrivpapper, kuvert o.d."
21230,"Tillverkning av skrivpapper, kuvert o.d."
2124,Tapettillverkning
21240,Tapettillverkning
2125,Tillverkning av andra pappers- och pappvaror
21250,Tillverkning av andra pappers- och pappvaror
22,Förlagsverksamhet; grafisk produktion och reproduktion av inspelningar
221,Förlagsverksamhet
2211,Bokutgivning
22110,Bokutgivning
2212,Tidningsutgivning
22121,Dagstidningsutgivning
22122,Annonstidningsutgivning
2213,Utgivning av tidskrifter
22130,Utgivning av tidskrifter
2214,Fonogramutgivning
22140,Fonogramutgivning
2215,Annan förlagsverksamhet
22150,Annan förlagsverksamhet
222,Grafisk produktion
2221,Tryckning av dagstidningar
22210,Tryckning av dagstidningar
2222,Annan tryckning
22221,Tryckning av tidskrifter
22222,Tryckning av böcker och övriga trycksaker
2223,Bokbindning och trycksaksbehandling
22230,Bokbindning och trycksaksbehandling
2224,Sättning och annan framställning av tryckoriginal
22240,Sättning och annan framställning av tryckoriginal
2225,Annan grafisk produktion
22250,Annan grafisk produktion
223,Reproduktion av inspelningar
2231,Reproduktion av ljudinspelningar
22310,Reproduktion av ljudinspelningar
2232,Reproduktion av videoinspelningar
22320,Reproduktion av videoinspelningar
2233,Reproduktion av data och datorprogram
22330,Reproduktion av data och datorprogram
23,"Tillverkning av stenkolsprodukter, raffinerade petroleumprodukter och kärnbränsle"
231,Tillverkning av stenkolsprodukter
2310,Tillverkning av stenkolsprodukter
23100,Tillverkning av stenkolsprodukter
232,Petroleumraffinering
2320,Petroleumraffinering
23200,Petroleumraffinering
233,Tillverkning av kärnbränsle
2330,Tillverkning av kärnbränsle
23300,Tillverkning av kärnbränsle
24,Tillverkning av kemikalier och kemiska produkter
241,Tillverkning av baskemikalier
2411,Industrigasframställning
24110,Industrigasframställning
2412,Tillverkning av färgämnen
24120,Tillverkning av färgämnen
2413,Tillverkning av andra oorganiska baskemikalier
24130,Tillverkning av andra oorganiska baskemikalier
2414,Tillverkning av andra organiska baskemikalier
24140,Tillverkning av andra organiska baskemikalier
2415,Tillverkning av gödselmedel och kväveprodukter
24150,Tillverkning av gödselmedel och kväveprodukter
2416,Basplastframställning
24160,Basplastframställning
2417,Tillverkning av syntetiskt basgummi
24170,Tillverkning av syntetiskt basgummi
242,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
2420,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
24200,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
243,"Tillverkning av färg, lack, tryckfärg m.m."
2430,"Tillverkning av färg, lack, tryckfärg m.m."
24300,"Tillverkning av färg, lack, tryckfärg m.m."
244,"Tillverkning av läkemedel, läkemedelskemikalier och botaniska produkter"
2441,Tillverkning av farmaceutiska basprodukter
24410,Tillverkning av farmaceutiska basprodukter
2442,Tillverkning av läkemedel
24420,Tillverkning av läkemedel
245,Tillverkning av rengöringsmedel och toalettartiklar
2451,"Tillverkning av tvål, såpa, tvättmedel och polermedel"
24510,"Tillverkning av tvål, såpa, tvättmedel och polermedel"
2452,Tillverkning av parfymer och toalettartiklar
24520,Tillverkning av parfymer och toalettartiklar
246,Tillverkning av övriga kemiska produkter
2461,Sprängämnestillverkning
24610,Sprängämnestillverkning
2462,Tillverkning av lim och gelatin
24620,Tillverkning av lim och gelatin
2463,Tillverkning av eteriska oljor
24630,Tillverkning av eteriska oljor
2464,Tillverkning av fotokemiska produkter
24640,Tillverkning av fotokemiska produkter
2465,Tillverkning av inspelningsmedier
24650,Tillverkning av inspelningsmedier
2466,Tillverkning av andra kemiska produkter utom konstfibrer
24660,Tillverkning av andra kemiska produkter utom konstfibrer
247,Konstfibertillverkning
2470,Konstfibertillverkning
24700,Konstfibertillverkning
25,Tillverkning av gummi- och plastvaror
251,Tillverkning av gummivaror
2511,Tillverkning av däck och slangar
25110,Tillverkning av däck och slangar
2512,Regummering
25120,Regummering
2513,Annan gummivarutillverkning
25130,Annan gummivarutillverkning
252,Plastvarutillverkning
2521,Tillverkning av plasthalvfabrikat
25210,Tillverkning av plasthalvfabrikat
2522,Plastförpackningstillverkning
25220,Plastförpackningstillverkning
2523,Byggplastvarutillverkning
25230,Byggplastvarutillverkning
2524,Annan plastvarutillverkning
25240,Annan plastvarutillverkning
26,Tillverkning av icke-metalliska mineraliska produkter
261,Glas- och glasvarutillverkning
2611,Framställning av planglas
26110,Framställning av planglas
2612,Bearbetning av planglas
26120,Bearbetning av planglas
2613,"Tillverkning av buteljer, glasförpackningar och hushållsvaror av glas"
26131,Tillverkning av buteljer och glasförpackningar
26132,Tillverkning av hushålls- och prydnadsglas
2614,Tillverkning av glasfibrer
26140,Tillverkning av glasfibrer
2615,Tillverkning av andra glasvaror inkl. tekniska glasvaror
26150,Tillverkning av andra glasvaror inkl. tekniska glasvaror
262,"Tillverkning av keramiska produkter, utom icke eldfasta för byggändamål"
2621,Tillverkning av keramiska hushålls- och prydnadsartiklar
26210,Tillverkning av keramiska hushålls- och prydnadsartiklar
2622,Tillverkning av keramiska sanitetsartiklar
26220,Tillverkning av keramiska sanitetsartiklar
2623,Tillverkning av keramiska isolatorer o.d.
26230,Tillverkning av keramiska isolatorer o. d.
2624,Tillverkning av andra tekniska keramiska produkter
26240,Tillverkning av andra tekniska keramiska produkter
2625,Tillverkning av andra icke eldfasta keramiska produkter utom för byggändamål
26250,Tillverkning av andra icke eldfasta keramiska produkter utom för byggändamål
2626,Tillverkning av eldfasta keramiska produkter
26260,Tillverkning av eldfasta keramiska produkter
263,Tillverkning av keramiska golv- och väggplattor
2630,Tillverkning av keramiska golv- och väggplattor
26300,Tillverkning av keramiska golv- och väggplattor
264,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
2640,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
26400,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
265,"Tillverkning av cement, kalk och gips"
2651,Tillverkning av cement
26510,Tillverkning av cement
2652,Tillverkning av kalk
26520,Tillverkning av kalk
2653,Tillverkning av gips
26530,Tillverkning av gips
266,"Tillverkning av varor av betong, cement och gips"
2661,Tillverkning av betongvaror för byggändamål
26611,Tillverkning av lättbetongvaror
26619,Tillverkning av övriga betongvaror för byggändamål
2662,Tillverkning av gipsvaror för byggändamål
26620,Tillverkning av gipsvaror för byggändamål
2663,Tillverkning av fabriksblandad betong
26630,Tillverkning av fabriksblandad betong
2664,Tillverkning av murbruk
26640,Tillverkning av murbruk
2665,Tillverkning av fibercementvaror
26650,Tillverkning av fibercementvaror
2666,"Tillverkning av andra varor av betong, cement och gips"
26660,"Tillverkning av andra varor av betong, cement och gips"
267,Stenvarutillverkning
2670,Stenvarutillverkning
26701,Tillverkning av stenvaror för byggändamål
26709,Tillverkning av övriga stenvaror
268,Tillverkning av andra icke-metalliska mineraliska produkter
2681,Slipmedelstillverkning
26810,Slipmedelstillverkning
2682,Tillverkning av övriga icke-metalliska mineraliska produkter
26821,Tillverkning av varor av sten- och mineralull
26829,Diverse övrig tillverkning av icke-metalliska mineraliska produkter
27,Stål- och metallframställning
271,Framställning av järn och stål samt ferrolegeringar (EKSG-produkter)
2710,Framställning av järn och stål samt ferrolegeringar (EKSG-produkter)
27100,Framställning av järn och stål samt ferrolegeringar (EKSG-produkter)
272,Tillverkning av järn- och stålrör
2721,Tillverkning av gjutjärnsrör
27210,Tillverkning av gjutjärnsrör
2722,Tillverkning av stålrör
27221,Tillverkning av icke-sömlösa stålrör
27222,Tillverkning av sömlösa stålrör
273,Annan primärbearbetning av järn och stål samt framställning av ferrolegeringar (ej EKSG-produkter)
2731,Tillverkning av kalldragen stålstång
27310,Tillverkning av kalldragen stålstång
2732,Tillverkning av kallvalsade stålband
27320,Tillverkning av kallvalsade stålband
2733,Tillverkning av andra kallformade produkter av stål
27330,Tillverkning av andra kallformade produkter av stål
2734,Tillverkning av dragen ståltråd
27340,Tillverkning av dragen ståltråd
2735,Övrig primärbearbetning av järn och stål; framställning av ferrolegeringar (ej EKSG-produkter)
27350,Övrig primärbearbetning av järn och stål; framställning av ferrolegeringar (ej EKSG-produkter)
